"stock","a.AllYr","a.BfMax","a.AfMax","b.AllYr","b.BfMax","b.AfMax","a.LsY1","a.LsY2","a.LsY3","a.LsY4","a.LsY5","a.LsY6","a.LsY7","b.LsY1","b.LsY2","b.LsY3","b.LsY4","b.LsY5","b.LsY6","b.LsY7","a.BgY1","a.BgY2","a.BgY3","a.BgY4","a.BgY5","a.BgY6","a.BgY7","b.BgY1","b.BgY2","b.BgY3","b.BgY4","b.BgY5","b.BgY6","b.BgY7","a.seg","b1.seg","b2.seg","breakPoint","c.BgY1","c.BgY2","c.BgY3","c.BgY4","c.BgY5","c.BgY6","c.BgY7","c.LsY7","c.LsY6","c.LsY5","c.LsY4","c.LsY3","c.LsY2","c.LsY1","c.LsY0","Cmean","nyrToCmaxR","nyr","C05max"
"INIDEP-PATGRENADIERSARG-1983-2006-Parma",0.54767166881003,0.433504829465991,0.873242777480686,0.0353620048888494,0.0328296389286711,-0.0137869967871574,0.867188197415953,0.875201599704816,0.839609952925353,0.843539584957537,0.852116573727467,0.873242777480686,0.883475370616136,0.0721116936755718,0.00600781998559783,0.0451131041295951,0.0186269200326131,0.0032922496444108,-0.0137869967871574,-0.0160130599484052,0.18615017467015,0.293919971116441,0.436679838839262,0.423395682939458,0.382439351468876,0.346480283825178,0.32602019865382,0.114455070790509,0.190268462367063,0.24741922621421,0.110425457207301,0.0279948342865304,-0.0094725293036914,-0.0199550763167,0.191657035174418,-0.0193271663165572,0.07516,0.363636363636364,0.128922639274896,0.243377710065405,0.509459564009022,0.864959442007725,0.370259059340241,0.177657694115967,0.130725877962995,0.955103522564289,1,0.895001517577114,0.859258113086276,0.732835012586963,0.891228404282543,0.831132350578167,0.903244044253739,0.54767166881003,0.727272727272727,22,10
"CSIRO-BIGHTREDSE-1958-2007-FULTON",0.151434965485447,0.151434965485447,1,0.0138800395801688,0.0138800395801688,NA,0.885631549647918,0.895609314620751,0.902800783271967,0.805191667236378,0.713739814371706,0.665894323859379,0.622167963981209,0.228736900704163,0.0422175777167914,0.00825726870525723,0.101737750388218,0.136523159820129,0.121211092771826,0.109958301766664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561065658245502,0.00411626606323821,0.06482,0.755102040816326,0,0,0,0,0,0,0,0.316083444834019,0.378821380785421,0.256480550048344,0.414755203094022,0.924375189225616,0.915564844566417,0.771263099295836,1,0.151434965485447,1,49,3
"CSIRO-DEEPFLATHEADSE-1978-2007-FULTON",0.281582262223118,0.238927879327502,0.738440185488842,0.0288419024035977,0.0293754978271172,-0.203285134705027,0.52078893190819,0.65125358065179,0.738440185488842,0.741111724393555,0.68229751271442,0.629541751392691,0.578295257222744,-0.203824196544042,-0.246653022251409,-0.203285134705027,-0.104314106257227,-0.00919587927915593,0.0338193964418235,0.0567105937411809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295390786170668,0.0315633545447111,-0.237,0.96551724137931,0,0,0,0,0,0,0,0.219569798033109,0.313007183462324,0.388226454318739,0.751797880012409,1,0.912182878138988,0.622701030180211,0.41887683363617,0.281582262223118,0.896551724137931,29,7
"CSIRO-MORWONGSE-1913-2007-FULTON",0.373037244273474,0.301956441491325,0.479354532510678,0.00445956553928115,0.0159127369307273,-0.0135158866406381,0.184569952011812,0.197982035191338,0.20265780730897,0.205389442598745,0.208194905869325,0.208616780045351,0.220053525286083,-0.0767811000369139,-0.0393133997785161,-0.0213362864525655,-0.0133997785160576,-0.010061699098244,-0.00660496756842271,-0.0120278085394364,0,0.00602928509905254,0.00913621262458472,0.0115909929863418,0.0151347360649686,0.0181933238411644,0.022609819121447,0,0.00904392764857881,0.00734588409007014,0.00612772240679217,0.0065390497284185,0.00638084691240837,0.00719822812846069,0.569794473708691,0.0138685464079624,-0.03121,0.642105263157895,0,0,0.0180878552971576,0.0184569952011812,0.0214101144333702,0.0328534514581026,0.0365448504983389,0.300110741971207,0.211148025101513,0.222222222222222,0.216315983757844,0.216685123661868,0.224806201550388,0.222960502030269,0.146179401993355,0.373037244273474,0.568421052631579,95,35
"CSIRO-NZLINGESE-1968-2007-FULTON",0.415204723797685,0.357373164478284,0.685805298733587,0.024001350972553,0.0337632726370474,-0.0434180198378784,0.571828140781602,0.580063709113511,0.599759148473312,0.616983917333541,0.607735736668998,0.617945103610553,0.646530961075286,0,-0.0123533524978635,-0.0285758682309067,-0.0315127029756818,-0.010080246845067,-0.0139571794843335,-0.0283620246327107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485130155101833,0.0329952584382304,-0.0764,0.8,0,0,0,0,0,0,0,0.846631963328413,0.679201305259887,0.561494833346282,0.685882992774454,0.658845466552715,0.596534845777329,0.571828140781602,0.571828140781602,0.415204723797685,0.8,40,16
"CSIRO-NZLINGWSE-1968-2007-FULTON",0.332036334056399,0.206206703519698,0.788904555314534,0.0272624667803494,0.0284248827933665,-0.0515710247814369,0.504338394793926,0.554808387563268,0.622369848156182,0.655184381778742,0.704627621113522,0.737837000309885,0.752697939262473,0,-0.0757049891540131,-0.111355748373102,-0.0884924078091105,-0.0929470096064456,-0.0829989154013014,-0.0652399029025927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36299880748205,0.0315781340467695,-0.1419,0.9,0,0,0,0,0,0,0,0.856724511930586,0.937093275488069,0.951843817787419,0.786442516268981,0.825054229934924,0.655748373101952,0.504338394793926,0.504338394793926,0.332036334056399,0.775,40,14
"CSIRO-OROUGHYSE-1978-2007-FULTON",0.143153120558728,0.145815404235206,0.191520014185026,-0.000303159408478639,0.0571298303458758,-0.0426060836484614,0.0223755144629297,0.0226170463548007,0.0233174888412266,0.0283577763607907,0.0334231831971094,0.0373808557681956,0.0401426004289606,0,-0.000362297837806507,-0.000985450118833691,-0.00553301257898093,-0.00750349876197653,-0.00765794115455005,-0.00694645721021004,0,0,0,0,0,0,2.17378702683902e-05,0,0,0,0,0,0,1.44919135122602e-05,0.550110824969121,0.0520250749453867,-0.08681,0.448275862068966,0,0,0,0,0,0,0,0.0594748130543157,0.0611268911947134,0.0587502173787027,0.048518926439047,0.0254188163005043,0.0231001101385427,0.0223755144629297,0.0223755144629297,0.143153120558728,0.448275862068966,29,4
"CSIRO-PTOOTHFISHMI-1975-2010-FAY",0.113937942733533,0.0690926357023003,0.235792176395024,0.00868086164552443,0.0182578027892659,-0.0188572895865284,0.203815209306464,0.223427555869626,0.231937739134266,0.243221925237633,0.213297988903681,0.237614179419363,0.213019011525095,-0.259217160045993,-0.0942228098562409,-0.0479013438600644,-0.0352348580333995,0.00551488369573117,-0.0147903405769298,0.00653655154489238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171006154401753,0.0156269961812698,-0.01723,0.571428571428571,0,0,0,0,0,0,0,0.0408528362652163,0.383511322513457,0.0636783072339168,0.288358669651103,0.257468288928186,0.262652248995949,0.333423789329461,0.0742066292834676,0.113937942733533,0.6,35,2
"CSIRO-SILVERFISHSE-1978-2006-FULTON",0.407736975370143,0.366376980559299,0.732989554350336,0.0315257141359506,0.03790199160133,-0.0935913618804411,0.592396580445403,0.654869068784943,0.66623694293792,0.732989554350336,0.738395404123405,0.760775949734815,0.739921483869666,-0.0255255894875375,-0.100090129881195,-0.0536775009360503,-0.0935913618804411,-0.0581143637371679,-0.0531068865442877,-0.0215016137860924,0,0.00582406437934068,0.0131047053627279,0.0209675285803647,0.0291214429151262,0.0374416950311019,0.0458661885149421,0,0.00873609656901102,0.0122312078076691,0.0139784271214713,0.0149767420706363,0.0156006528811295,0.0160167642433131,0.441182096061196,0.0377436624083508,-0.09972,0.862068965517241,0,0,0.017472193138022,0.0349466283128897,0.0524188214509117,0.0698910145889338,0.0873632077269558,0.593940222813622,0.895059223403277,0.765424652988747,1,0.700340565396852,0.779814045464023,0.605159375189172,0.579633785701634,0.407736975370143,0.862068965517241,29,12
"CSIRO-SWHITSE-1945-2007-FULTON",0.325675126437336,0.237465135234957,0.65878275593595,0.0143398672498298,0.0169244238730643,-0.0208660362818829,0.644830374205772,0.57690927701463,0.554473706776865,0.57923500971857,0.588365687731735,0.59050841070466,0.581445698511997,-0.0453996047237147,0.0905317446057853,0.0631353821276318,0.00680638812211098,-0.00393693079864948,-0.00406762397885012,0.00333005880920881,0,0.0171849359445524,0.0404326090684873,0.0428645035362527,0.0390228992099919,0.0387920716070758,0.0353319402022116,0,0.0257774039168286,0.0382081693154533,0.021535979125492,0.00901347007777189,0.00546029809642035,0.00133344446103744,0.0528498631702269,0.000760611710055164,0.01689,0.285714285714286,0,0,0.0515548078336573,0.110175628440292,0.0525920814073142,0.0198148775786877,0.0374071059895791,0.518006713163354,0.603364748542215,0.63401907779756,0.678280221485389,0.487166996063571,0.441067082632344,0.66753017656763,0.622130571843915,0.325675126437336,0.777777777777778,63,22
