"stock","a.AllYr","a.BfMax","a.AfMax","b.AllYr","b.BfMax","b.AfMax","a.LsY1","a.LsY2","a.LsY3","a.LsY4","a.LsY5","a.LsY6","a.LsY7","b.LsY1","b.LsY2","b.LsY3","b.LsY4","b.LsY5","b.LsY6","b.LsY7","a.BgY1","a.BgY2","a.BgY3","a.BgY4","a.BgY5","a.BgY6","a.BgY7","b.BgY1","b.BgY2","b.BgY3","b.BgY4","b.BgY5","b.BgY6","b.BgY7","a.seg","b1.seg","b2.seg","breakPoint","c.BgY1","c.BgY2","c.BgY3","c.BgY4","c.BgY5","c.BgY6","c.BgY7","c.LsY7","c.LsY6","c.LsY5","c.LsY4","c.LsY3","c.LsY2","c.LsY1","c.LsY0","Cmean","nyrToCmaxR","nyr","C05max"
"CSIRO-TIGERFLATSE-1913-2006-FULTON",0.51119856522761,0.338033557344549,0.55577787131572,0.00136911984116583,0.0534897505895865,-0.00220968923002893,0.731689458382686,0.751200602993432,0.739571443953914,0.720529772800689,0.725878468109544,0.734227568490517,0.717559491762679,-0.0854527834607515,-0.0506299127813073,-0.00629697426510165,0.0158931840206741,0.00449722346136684,-0.00345106062237532,0.00881134407030825,0,0.0319873658519077,0.0480779584365242,0.0607989662969743,0.0795843652417358,0.110713901152148,0.126951652848067,0,0.0479810487778615,0.0385011306126844,0.0319715731667923,0.0343712409051054,0.0448291774985002,0.0407112861296128,2.0891758235042,0.0466326968644662,-0.04889,0.172043010752688,0,0,0.0959620975557231,0.0963497361903736,0.111682997738775,0.173511359965543,0.297491116614623,0.600882954667815,0.784322170776354,0.752621944653817,0.644363088187789,0.704683966835361,0.790222892214924,0.774415850113061,0.68896306665231,0.51119856522761,0.182795698924731,93,49
"CSIRO-WAREHOUESE-1984-2006-FULTON",0.341955654413409,0.469653976707267,0.328082483209267,-0.0220241464362596,0.159027286554372,-0.0543450592281441,0.0427297118828575,0.0407692120674105,0.0394995442406409,0.0428788467981589,0.0439894824963314,0.0602214936436906,0.088580029744295,0.0483493398412467,0.0150280846834822,0.00753483526551639,0.00038811507524027,-0.000730193412581993,-0.0126303792433832,-0.0273259435626584,0.0877262268936635,0.134476807627686,0.249426478429146,0.309160571998473,0.381262972825145,0.469653976707267,0.518053506772814,0.175452453787327,0.113988984547866,0.183535198780897,0.151501692959776,0.148374453828448,0.159027286554372,0.138284544413279,1.64244583036696,0.148374453828448,-0.2027,0.260869565217391,0,0.175452453787327,0.227977969095732,0.594275490833523,0.548096946275781,0.741774976958507,1,0.287089782448526,0.157613560527846,0.0495426609871939,0.0563960570282305,0.0356905407603322,0.0368482124365164,0.0185550419622342,0.0669043818034809,0.341955654413409,0.304347826086957,23,6
"CSIRO-WAREHOUWSE-1984-2006-FULTON",0.424358963878813,0.311395123384254,0.516818448883666,0.011034704579128,0.0962468524425046,-0.0209805073615815,0.571092831962397,0.575009792401097,0.492361927144536,0.450293772032902,0.421856639247944,0.399529964747356,0.381462984723854,0.26792009400705,0.0611045828437131,0.123619271445358,0.103877790834313,0.0837334228638576,0.0690783951653517,0.058096916792569,0.117495887191539,0.110841363102233,0.160393066980024,0.184013631022327,0.176063063063063,0.213022998153433,0.311395123384254,0.234991774383079,0.0487661574618096,0.0789685076380729,0.0631048178613396,0.0292451233842538,0.045998153432936,0.0962468524425046,0.955529051482842,0.0875990944097582,-0.1022,0.347826086956522,0,0.234991774383079,0.0975323149236193,0.309048178613396,0.278495887191539,0.136310223266745,0.434782608695652,0.254994124559342,0.265569917743831,0.279670975323149,0.282021151586369,0.244418331374853,0.582843713278496,0.437132784958872,0.705052878965922,0.424358963878813,0.347826086956522,23,7
"DFO-CROCKWCVANISOGQCI-1945-2009-STANTON",0.486641307110065,0.466443956802941,0.554366995524849,0.00393102909248297,0.00942737069295323,-0.020557882200859,0.467546386228146,0.456203809141045,0.446459910241811,0.459678703195124,0.458193707995624,0.460139349109595,0.463944048496215,-0.0777011186281732,-0.0024114140263916,0.0107281130685244,-0.00785473641905017,-0.00321556778274312,-0.00346896069969283,-0.00484910672420889,0.677550351664546,0.531426012012414,0.495222921829995,0.490109376381539,0.485555683568893,0.47235328363779,0.460485611896309,-0.445415339272557,-0.330540344296336,-0.175659845937437,-0.0929434684171745,-0.0570137186492254,-0.0455353741040926,-0.0382686972303825,0.562364999046822,0.00952236747521247,-0.02584,0.707692307692308,0.900258021300824,0.454842682028267,0.239177332708152,0.386613651282738,0.469655194587715,0.46278721950566,0.393138884051176,0.490576944202559,0.471813195793422,0.450768731998124,0.512553875008373,0.417228213544109,0.433518654966843,0.506396945542233,0.42869582691406,0.486641307110065,0.692307692307692,65,23
"DFO-MAR-HAD4X5Y-1970-2011-CHING",0.410247033439166,0.65088491954773,0.333650311214436,-0.0150600942234493,0.047671031132614,-0.0196041039571256,0.179675129186588,0.177231920344308,0.187896210473972,0.180427903352754,0.180269427081436,0.184174792886316,0.195820138854796,-0.0146592530536811,-9.81307786677359e-18,-0.0127971481555972,0.00106973304341905,0.00074711282879769,-0.00246207883566126,-0.00940494986942771,0.563985804124152,0.518885445320909,0.493660949147281,0.480190228537131,0.49709462808674,0.505433630524889,0.526842383652888,-0.00911234600942895,-0.069928624707222,-0.0582408452912419,-0.0425911432557712,-0.00984831081791893,9.90575674122386e-05,0.0143385404636079,1.09944099004446,0.0333641813902636,-0.05528,0.24390243902439,0.568541977128867,0.559429631119438,0.428684727714423,0.417987460626399,0.42630734609653,0.581616625834784,0.555467645153781,0.277337560634158,0.207606987715595,0.179477045724846,0.150554674867884,0.219889080862965,0.172345502659747,0.187004755713428,0.172345502659747,0.410247033439166,0.292682926829268,41,13
"DFO-PAC-PCODHS-1956-2005-COLLIE",0.350048448578344,0.413263438611169,0.273774663598968,-0.00686862111504296,-0.000643776593689216,-0.0465051397764932,0.0446559297218155,0.0391828766645751,0.0349822212926166,0.0387575820957959,0.0430349299309768,0.0499746018465952,0.0593233633131144,-0.00564735411001881,0.00679774105835599,0.00775988286969253,0.000104580631667014,-0.00360653778348822,-0.00745884005139391,-0.0112050676786088,0.309088056891864,0.400892421390225,0.397484835808408,0.365132817402217,0.331851774384717,0.316236890070816,0.312709161263334,0.137732691905459,0.172139719723907,0.0647667851913826,3.13741895001208e-05,-0.0285086801924284,-0.0295290883556937,-0.0220378781087838,0.425532167737098,0.000677421797034584,-0.04054,0.73469387755102,0.240221710939134,0.377954402844593,0.584501150386948,0.387262079062958,0.235724743777452,0.165446559297218,0.222547584187408,0.124764693578749,0.0916126333403054,0.0644216691068814,0.0538590253085129,0.0223802551767413,0.0282367705500941,0.0474796067768249,0.0418322526668061,0.350048448578344,0.653061224489796,49,12
"DFO-PAC-PCODWCVANI-1956-2002-COLLIE",0.281140344271924,0.32164469528719,0.282149867220875,-0.00447158522456671,0.0298617195406046,-0.019295888554153,0.0405264980949082,0.031289689412308,0.0256754416349151,0.0251818496709387,0.0250259785244198,0.0277104260478005,0.0413491513682023,0.0363699341877382,0.0229476965708348,0.0159161759612054,0.00845167994457915,0.00496313523677569,0.00108862388044931,-0.00836673429330166,0.280654658815379,0.235365431243505,0.215578455143748,0.193938344302044,0.174979794481007,0.169627393735464,0.176718912365778,0.0639071700727399,-0.051957048839626,-0.0445271908555594,-0.0439037062694839,-0.0413380177148795,-0.0298505616309565,-0.0151726953337622,0.696713081456617,0.026547627086568,-0.04385,0.369565217391304,0.248701073779009,0.312608243851749,0.144786976099758,0.156217526844475,0.107377900935227,0.0801870453758226,0.13751298926221,0.136820228611015,0.0438171111880845,0.0242466227918254,0.0232074818150329,0.00883269830273641,0.0128160720471077,0.0223415310010391,0.0587114651887773,0.281140344271924,0.369565217391304,46,10
"DFO-PAC-SABLEFPCAN-1913-2010-HIVELY",0.340524997796095,0.215125004285371,0.57829373650108,0.00525620032718596,0.00247850592459516,-0.00878194223226621,0.310070194384449,0.343997480201584,0.375472462203024,0.421571274298056,0.456196004319655,0.448665535328602,0.432319789416847,-0.0591252699784016,-0.0656722462203024,-0.0640388768898488,-0.0781182505399567,-0.0743173403270596,-0.0408004859611231,-0.0163031600329117,0.350769438444924,0.343682505399568,0.403280237580994,0.483423326133909,0.44872660187185,0.398430268435668,0.378222867170626,0.16482181425486,0.0305750539956803,0.0837473002159827,0.122016738660907,0.0399838012958963,-0.0127323742672015,-0.0219598503548287,-0.611370830623406,-0.0215549045132127,0.02961,0.193877551020408,0.268358531317495,0.433180345572354,0.329508639308855,0.58207343412527,0.803995680345572,0.275242980561555,0.0966522678185745,0.317899568034557,0.403482721382289,0.629319654427646,0.605966522678186,0.469897408207343,0.411852051835853,0.33963282937365,0.280507559395248,0.340524997796095,0.642857142857143,98,34
"NIWA-AUSSALMONNZ-1975-2006-JENSEN",0.504837633451957,0.436578546009151,0.581194980333395,0.00625286993456549,0.0394470298384889,-0.0196229006680402,0.419928825622776,0.457295373665481,0.444839857651246,0.453024911032028,0.468861209964413,0.476868327402135,0.487989323843416,-0.0427046263345196,-0.066725978647687,-0.0117437722419929,-0.0140569395017794,-0.021606507371632,-0.0195094051855618,-0.0204202677512285,0.256227758007117,0.266903914590747,0.279359430604982,0.29288256227758,0.303084223013049,0.309354346720895,0.314724199288256,0.0142348754448399,0.0195729537366548,0.0227758007117437,0.0249110320284698,0.0229791560752415,0.0190645653279106,0.0162896119301813,0.791601814555551,0.0394470298384889,-0.05432,0.4375,0.249110320284698,0.263345195729537,0.288256227758007,0.316725978647687,0.346975088967972,0.354092526690391,0.346975088967972,0.565836298932384,0.52491103202847,0.548042704626335,0.48576512455516,0.407473309608541,0.53202846975089,0.441281138790036,0.398576512455516,0.504837633451957,0.4375,32,18
"NIWA-BKCDLFENI-1923-2009-CORDUE",0.105494207709505,0.0434497878761994,0.37789266880364,0.00499864287017305,0.00349292147028795,-0.0236352095037856,0.160453503601834,0.214363676053264,0.262344466273739,0.252881466928618,0.24705304518664,0.265710075778838,0.274547724296005,-1.63719711852562e-05,-0.0808693516699411,-0.0899246889325474,-0.0354993451211526,-0.0152895500046777,-0.0235487416970717,-0.0215909268094926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38056804233232e-17,-9.47939587500057e-19,0.01101,0.540229885057471,0,0,0,0,0,0,0,0.336411263916176,0.377652259332024,0.217910936476752,0.215029469548134,0.406286836935167,0.322184020956123,0.160461689587426,0.160445317616241,0.105494207709505,0.793103448275862,87,3
"NIWA-BLACKOREOPR-1974-2009-CORDUE",0.245494417862839,0.119218500797448,0.31302973342447,0.016617033985455,0.0701594896331738,0.0165699646189664,0.800358851674641,0.807416267942584,0.773684210526316,0.694928229665072,0.640111642743222,0.606801093643199,0.560496411483254,-0.000239234449760673,-0.0106459330143542,0.0362200956937799,0.096866028708134,0.102337662337662,0.0889439507860561,0.0901657552973342,0,0,0,0,0.000677830940988836,0.00075187969924812,0.00912081339712919,0,0,0,0,0.000580997949419002,0.00041866028708134,0.00585839598997494,0.186815081630008,0.00815021787471014,0.08082,0.805555555555556,0,0,0,0,0,0.00406698564593301,0.00119617224880383,0.236363636363636,0.406937799043062,0.366028708133971,0.379904306220096,0.672488038277512,0.821531100478469,0.800478468899522,0.800239234449761,0.245494417862839,0.25,36,6
"NIWA-GSTRGZRSTA7-1964-2007-CORDUE",0.358551860528605,0.29563690220208,0.791725654225654,0.0231356796469019,0.0242831625116848,-0.00500462048427159,0.805999458761087,0.808305398421678,0.784648020113136,0.786483169215727,0.757013263263263,0.791725654225654,0.814323189468538,0.0602145750401569,0.0115947342691529,0.0330267476779105,0.0146782247363643,0.0336474763800345,-0.00500462048427159,-0.0184014371514371,0.000667775333473008,0.000445183555648672,0.00971427823172009,0.0120645471052448,0.0113490234420467,0.0203123472309519,0.0236226015259445,0.000882830504923528,-0.000113180040505622,0.0110776415950835,0.00788908967106641,0.00389474524358245,0.00915670861891792,0.00831130860927373,0.0749543454049271,0.00306495367541882,0.02476,0.295454545454545,0.000226360081011244,0.00110919058593477,0,0.0375215622599344,0.0214656225993435,0.00777140512605629,0.074092289964383,0.972505936168727,1,0.609663733500943,0.793823765626091,0.713675885187513,0.812917277742859,0.775892171241008,0.836106746281165,0.358551860528605,0.863636363636364,44,15
"NIWA-HOKIENZ-1970-2012-CORDUE",0.3850038682172,0.288895581710595,0.598998526047943,0.0166768574342405,0.0314416815254044,-0.0427848582218506,0.415700261681112,0.415364496410918,0.415137470819279,0.418765248344955,0.420078890888892,0.420025080474325,0.429166238094518,0.0446031674002814,0.0116544397553609,0.00493420661211192,-0.00116067421962054,-0.00178922173458638,-0.00107790577319096,-0.00681270892892256,0.0283908527577357,0.0331245363437586,0.0886905683875099,0.123295171252389,0.147302168575073,0.129270526985279,0.118362123297686,-7.83530728622642e-06,0.00709856655221269,0.0695186650733867,0.0693639354015721,0.0602139607917708,0.0241099943025114,0.00880106040994547,0.525018619374516,0.0328560410296847,-0.06868,0.707317073170732,0.0283947704113788,0.0283869351040926,0.0425919035158042,0.255388664518764,0.261713582711904,0.267337155188496,0.0210806774465167,0.493154341435868,0.419702217986921,0.426647103608577,0.433276358447661,0.41445639404436,0.414692965870531,0.393398677980971,0.438001845381253,0.3850038682172,0.658536585365854,41,14
"NIWA-HOKIWNZ-1970-2012-CORDUE",0.363920750739027,0.207114340942306,0.495992279371236,0.00748467780909751,0.0352087563864698,-0.024884809464213,0.338342765815594,0.315291916105755,0.285078603566865,0.265757709747477,0.261254918104251,0.260356541262914,0.256029875131643,0.0275667124562055,0.04146795267881,0.0528431561181915,0.0457424718784843,0.0299980910533277,0.0194225895393325,0.0158328371137354,0.0251574654371694,0.0259598060866595,0.0404940968511794,0.0657890877170003,0.103291124110802,0.091969323430365,0.0905585242372015,3.15659005292046e-06,0.00120430012174837,0.0179228689661232,0.0342564253488825,0.0517197028226203,0.0238334637538097,0.0149484430404308,0.729421618280071,0.0420649208993801,-0.06339,0.48780487804878,0.025155887142143,0.0251590437321959,0.0275644873856397,0.084096969144739,0.166969051180284,0.290801306079812,0.0240385193477411,0.225743212212749,0.254966280214892,0.23874095988812,0.188474134469923,0.194438665950197,0.269190216686077,0.324559409587491,0.352126122043697,0.363920750739027,0.414634146341463,41,14
"NIWA-NZLINGLIN3-4-1968-2011-CORDUE",0.178384094311769,0.213478444470037,0.191831877286213,0.00143049104264417,0.0976130067227614,-0.00121174347891869,0.142826979922454,0.143217270016763,0.147337709700948,0.150132442704135,0.147369700692285,0.150189478071546,0.153523167875926,-0.00157395677377246,-0.000978924334907298,-0.00533609735498484,-0.00546278168067872,-0.000753524950231172,-0.00258578612834053,-0.00394631728848013,0,0,0,0,0.00159954956684198,0.00346599540426559,0.0481016545740719,0,0,0,0,0.00137104248586455,0.00225673593173305,0.0312615967343596,0.900207350313351,0.0462611944125892,-0.04917,0.204545454545455,0,0,0,0,0,0.00959729740105186,0.0146646704288072,0.176858996506584,0.167108142347115,0.133555990633038,0.16131137471688,0.159699028753503,0.143997850205382,0.14361395830934,0.142040001535568,0.178384094311769,0.227272727272727,44,2
"NIWA-NZLINGLIN5-6-1968-2011-CORDUE",0.472064696651417,0.349194751423265,0.753000273997625,0.0187795282001613,0.0261859235929633,-0.0305670446094229,0.495342040368983,0.510853350382074,0.569001735318294,0.604785825189515,0.611014704539227,0.641676343566927,0.665026486437118,-0.00429262946387783,-0.024340122385606,-0.0795141108777057,-0.0755411453100739,-0.0485054081912243,-0.05331210939029,-0.0511081681736536,0,0,0,0,0.00761104514871982,0.0211369596701591,0.0323088866563156,0,0,0,0,0.00652375298461699,0.014221781506465,0.0169291389950811,0.545191697478849,0.0272306470752112,-0.06378,0.772727272727273,0,0,0,0,0,0.0456662708923189,0.102292446798794,0.82847748652845,0.825646177733126,0.642159101287789,0.7479221846744,0.743446890126952,0.541875970408256,0.497488355100922,0.493195725637045,0.472064696651417,0.681818181818182,44,19
"NIWA-OROUGHYCR-1979-2006-CORDUE",0.30214220303506,0.380952380952381,0.319889405466328,-0.0116354248743411,0.5,-0.0190012523089446,0.153846153846154,0.166666666666667,0.180288461538462,0.186538461538462,0.197115384615385,0.197802197802198,0.205528846153846,3.92523114670944e-17,-0.0192307692307693,-0.0240384615384615,-0.0182692307692308,-0.0195054945054945,-0.0127060439560439,-0.0136217948717949,0.0714285714285714,0.380952380952381,0.494047619047619,0.523809523809524,0.501984126984127,0.460884353741497,0.457486263736264,0.142857142857143,0.5,0.335714285714286,0.197619047619048,0.0942176870748299,0.0280612244897959,0.0164420896563754,4.08475203909229,0.306575010557074,-0.3251,0.107142857142857,0,0.142857142857143,1,0.833333333333333,0.642857142857143,0.392857142857143,0.214285714285714,0.259615384615385,0.201923076923077,0.25,0.211538461538462,0.221153846153846,0.192307692307692,0.153846153846154,0.153846153846154,0.30214220303506,0.107142857142857,28,3
"NIWA-OROUGHYNZMEC-1909-2011-CORDUE",0.122503440482537,0.0830487708252409,0.309447961910524,0.00433601442948134,0.00553845316231577,-0.0382266110129609,0.12098882814357,0.121464226289517,0.122474447349655,0.123033040171143,0.122573488630061,0.122539531619636,0.11644283337295,0,-0.000713097218920863,-0.00149750415973378,-0.00130734490135489,-0.00035315290841795,-0.000195252809942606,0.00393429695782917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167208352134722,0.00663136619254924,-0.02745,0.825242718446602,0,0,0,0,0,0,0,0.0737659456461453,0.122335789557087,0.120275730924649,0.125267411457095,0.125505110530069,0.122415022581412,0.12098882814357,0.12098882814357,0.122503440482537,0.796116504854369,103,11
"NIWA-PAUANPAU5A-1965-2010-CORDUE",0.483172643242039,0.413542962336435,0.79248519826857,0.0177636481102171,0.0204334065578799,-0.02983956687126,0.667650131847355,0.681642536112907,0.681494104184288,0.699234787800388,0.735714878020466,0.763588806834739,0.77172371759789,0.143977312304095,0.0150057216776954,0.0061804069854221,-0.0146504801233892,-0.0396403516877173,-0.0456806664155288,-0.0358770514524532,0.0361311508035226,0.0481748677380301,0.0602169262152346,0.0722603114582815,0.0843043600842497,0.0963473662513415,0.108390964724613,0.024080800039803,0.024085775411712,0.0240847803373302,0.024085775411712,0.0240867704860938,0.0240864861791276,0.0240867231015995,0.507127136247806,0.0206119427408437,-0.06025,0.869565217391304,0.0240907507836211,0.0481715508234241,0.0722623016070451,0.0963431016468481,0.120433852430469,0.14452460321409,0.168605403253893,0.828668092939947,0.930832379720384,0.918115329120852,0.770197522264789,0.681048808398428,0.709627344644012,0.595661475695308,0.739638787999403,0.483172643242039,0.804347826086957,46,18
