"Group","Region","Subregion","Name","SciName","Stock","start.yr","end.yr","btype","MaxCatch","LastCatch","MSY_BSM","lcl","ucl","r_BSM","lcl","ucl","k_BSM","lcl","ucl","q_BSM","lcl","ucl","rel_B_BSM","lcl","ucl","rel_F_BSM","r_CMSY","lcl","ucl","k_CMSY","lcl","ucl","MSY_CMSY","lcl","ucl","rel_B_CMSY","2.5th","97.5th","rel_F_CMSY","F_msy","lcl","ucl","curF_msy","lcl","ucl","MSY","lcl","ucl","Bmsy","lcl","ucl","B","lcl","ucl","B_Bmsy","lcl","ucl","F","lcl","ucl","F_Fmsy","lcl","ucl","sel_B","sel_B_Bmsy","sel_F","sel_F_Fmsy","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","F.Fmsy00","F.Fmsy01","F.Fmsy02","F.Fmsy03","F.Fmsy04","F.Fmsy05","F.Fmsy06","F.Fmsy07","F.Fmsy08","F.Fmsy09","F.Fmsy10","F.Fmsy11","F.Fmsy12","F.Fmsy13","F.Fmsy14","F.Fmsy15","B00","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","B13","B14","B15"
"Benthic fish & inv.","Mediterranean","Cyprus","Common cuttlefish in Cypriot waters","Sepia officinalis","SEPIOFF_CY",1970,2014,"None",0.218,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520742292353521,0.370047094134081,0.732805470828382,0.813678044384503,0.570992634628232,1.15951050812496,0.105929142517629,0.0955592078778307,0.117424406121761,0.120377132344247,0.0142967074159953,0.285759857219365,0.862647236092036,0.26037114617676,0.185023547067041,0.366402735414191,0.125370927687772,0.0890904160483644,0.176426042288992,0.105929142517629,0.0955592078778307,0.117424406121761,0.406839022192251,0.285496317314116,0.579755254062478,0.0979482296344812,0.0116329169313845,0.232516521785848,0.240754264688494,0.0285934148319905,0.571519714438731,0.224608449607498,0.0946169322980945,1.89118517133447,1.79155130898345,0.754695957373239,15.0847186521929,NA,NA,NA,NA,0.122,0.106,0.105,0.085,0.073,0.042,0.066,0.056,0.046,0.034,0.035,0.026,0.024,0.021,0.022,NA,1.60605692210344,1.58842551934727,1.76848778669882,1.60006132354527,1.66734750119984,1.18350638265236,2.09040268273771,2.00522503033274,1.84136600089882,1.66781655495839,2.0478784631822,1.77654394905405,1.75634896232089,1.67758702974638,1.79155130898345,NA,0.291746760375856,0.256298553212376,0.228031255959538,0.20402784534594,0.18494740589589,0.166509577421005,0.157056844058818,0.147710827320351,0.139703964764587,0.126201696763395,0.115553155200261,0.106929754998036,0.103323733900463,0.0988933282163373,0.0979482296344812,NA
