"Stock","yr","ct","bt"
"IPHC-PHALNPAC-1888-2014-HIVELY",1952,28240.66,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1953,27142.97,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1954,32014.55,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1955,26090.63,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1956,30204.72,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1957,27601.1,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1958,29261.24,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1959,32295.78,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1960,32481.75,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1961,31420.34,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1962,33955.92,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1963,32313.92,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1964,27115.75,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1965,28657.97,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1966,28131.8,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1967,25047.37,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1968,22040.05,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1969,26430.83,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1970,24875.01,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1971,21160.08,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1972,19450.04,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1973,14397.02,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1974,9666.053,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1975,12528.22,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1976,12491.93,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1977,9924.601,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1978,9979.032,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1979,10223.97,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1980,9920.065,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1981,11675.47,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1982,13158.71,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1983,17413.41,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1984,20398.05,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1985,25446.53,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1986,31583.64,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1987,31511.06,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1988,33742.74,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1989,30368.01,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1990,27941.29,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1991,25891.05,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1992,27165.65,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1993,26884.42,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1994,24825.11,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1995,19903.63,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1996,21473.06,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1997,29574.22,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1998,31642.6,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",1999,33706.45,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2000,30975.82,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2001,32068.98,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2002,33865.21,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2003,33175.75,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2004,33162.14,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2005,32577,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2006,30835.21,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2007,28517.35,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2008,26566.91,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2009,23609.48,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2010,22552.61,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2011,17921.43,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2012,14510.42,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2013,13172.32,NA
"IPHC-PHALNPAC-1888-2014-HIVELY",2014,10745.6,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1959,44585,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1960,26562,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1961,23175,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1962,21439,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1963,27362,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1964,10261,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1965,23466,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1966,16974,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1967,27188,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1968,17660,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1969,24750,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1970,14419,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1971,34370,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1972,28933,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1973,33297,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1974,22286,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1975,17871,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1976,20513,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1977,16516,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1978,12043,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1979,14067,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1980,16030,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1981,24280,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1982,21547,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1983,19747,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1984,14761,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1985,20557,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1986,42805,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1987,79031,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1988,53266,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1989,33649,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1990,29105,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1991,25815,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1992,27283,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1993,21308,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1994,5741,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1995,1989,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1996,451,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1997,630,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1998,899,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",1999,2318,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",2000,3141,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",2001,1442,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",2002,1216,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",2003,1334,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",2004,637,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",2005,659,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",2006,496,NA
"NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",2007,1664,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1960,7,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1961,100,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1962,67,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1963,518,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1964,147,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1965,3130,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1966,7026,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1967,8878,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1968,13340,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1969,15708,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1970,26426,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1971,37342,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1972,39259,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1973,32815,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1974,24313,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1975,22894,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1976,8057,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1977,11638,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1978,15466,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1979,18351,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1980,12377,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1981,14680,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1982,13319,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1983,10473,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1984,16735,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1985,28963,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1986,30176,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1987,16314,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1988,16158,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1989,10207,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1990,13986,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1991,16203,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1992,10762,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1993,13615,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1994,2069,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1995,67,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1996,232,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1997,658,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1998,4386,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",1999,6894,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",2000,11161,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",2001,14145,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",2002,10698,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",2003,13806,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",2004,13354,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",2005,13933,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",2006,930,NA
"NAFO-SC-YELL3LNO-1960-2009-BAUM",2007,4623,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1959,1941912,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1960,3063740,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1961,4746409,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1962,6316910,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1963,6401173,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1964,8728810,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1965,7354893,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1966,8644973,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1967,9822877,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1968,10215610,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1969,9178198,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1970,11982550,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1971,10103880,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1972,4215184,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1973,1719583,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1974,3514421,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1975,3178053,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1976,3767081,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1977,1019102,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1978,1243583,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1979,1355896,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1980,795198.7,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1981,1244009,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1982,1692827,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1983,178698.8,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1984,94717.12,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1985,851997.7,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1986,3263753,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1987,1861794,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1988,2815369,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1989,3853071,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1990,3208247,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1991,3629015,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1992,5143432,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1993,6826101,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1994,9490236,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1995,6517920,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1996,6994780,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1997,5761073,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1998,1751200,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",1999,6602624,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2000,8818085,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2001,6378569,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2002,7668649,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2003,5481511,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2004,8594327,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2005,8622506,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2006,5986695,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2007,6099008,NA
"IMARPE-PANCHPERUNC-1959-2008-HIVELY",2008,6099152,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1965,297102.6,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1966,417653.1,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1967,435905.8,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1968,679775.2,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1969,669999.6,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1970,860618.8,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1971,786381.3,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1972,811641.8,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1973,939200,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1974,1283963,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1975,1320434,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1976,1267219,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1977,974372.3,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1978,738981.5,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1979,730608.8,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1980,760071.8,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1981,666216.9,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1982,797977.7,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1983,883495,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1984,1470694,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1985,1595449,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1986,1616504,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1987,1573096,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1988,1452616,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1989,1528323,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1990,1524155,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1991,1847900,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1992,1981063,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1993,1499036,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1994,1465438,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1995,1988175,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1996,2007831,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1997,1768233,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1998,1328246,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",1999,1035401,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2000,895300.1,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2001,797242.2,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2002,435729.9,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2003,630551.7,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2004,390957.4,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2005,493288.9,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2006,511542.2,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2007,501767.6,NA
"VNIRO-WPOLLNSO-1963-2012-CHING",2008,678373.4,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1970,41547.86,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1971,89205.7,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1972,141751.5,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1973,78818.74,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1974,114867.6,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1975,189409.4,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1976,548676.2,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1977,264562.1,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1978,209572.3,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1979,260896.1,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1980,205295.3,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1981,234012.2,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1982,172912.4,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1983,284725.1,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1984,252953.2,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1985,175356.4,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1986,268839.1,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1987,227902.2,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1988,400814.7,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1989,278004.1,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1990,341547.9,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1991,289613,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1992,281400.2,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1993,289002,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1994,205906.3,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1995,80651.73,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1996,57433.81,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1997,73930.75,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1998,79429.74,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",1999,97148.68,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2000,75763.75,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2001,81262.73,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2002,12219.96,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2003,9775.967,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2004,11608.96,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2005,9775.967,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2006,24439.92,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2007,202240.3,NA
"VNIRO-WPOLLWBS-1970-2008-CHING",2008,103258.7,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1917,1000,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1918,1100,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1919,1900,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1920,0,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1921,1300,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1922,1000,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1923,2500,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1924,1500,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1925,1900,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1926,1400,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1927,800,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1928,2600,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1929,3800,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1930,4400,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1931,2800,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1932,14300,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1933,11100,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1934,13800,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1935,15000,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1936,17700,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1937,20200,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1938,21100,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1939,20000,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1940,28600,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1941,30600,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1942,34499,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1943,37899,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1944,34098,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1945,29196,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1946,40389,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1947,41379,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1948,58741,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1949,57287,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1950,71725,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1951,88838,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1952,87532,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1953,90942,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1954,99962,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1955,104476,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1956,98619,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1957,92348,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1958,78805,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1959,69391,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1960,60410,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1961,45999,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1962,39619,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1963,41457,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1964,37964,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1965,45834,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1966,43737,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1967,46981,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1968,47122,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1969,56794,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1970,45300,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1971,61038,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1972,78245,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1973,73614,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1974,80739,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1975,58504,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1976,61291,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1977,43025,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1978,27391,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1979,41071,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1980,39950,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1981,38720,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1982,38806,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1983,33483,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1984,39588,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1985,44020,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1986,39848,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1987,36638,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1988,39202,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1989,42128,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1990,38313,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1991,35674,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1992,32455,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1993,23888,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1994,31172,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1995,32098,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1996,36047,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1997,29188,NA
"MARAM-CHAKESA-1917-2013-Rademeyer",1998,28789,NA
