"stockid","stockid_orig","lh","id","ed","sigmaR","ar","sigmaC","ts","iter","bbmsy","bbmsy_status","mprm","comsir","sscom"
"LP_40%_ED0_0.2sr_0.8ar_0sc_60yr_7","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0.8,0,60,7,1.24136820626848,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0.8ar_0sc_60yr_8","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0.8,0,60,8,1.39935599021039,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0.8ar_0sc_60yr_9","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0.8,0,60,9,1.56470993859353,"under","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_1","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,1,1.33926010251232,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_10","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,10,1.35063088444968,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_2","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,2,1.32928738706311,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_3","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,3,1.29062882405489,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_4","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,4,1.52878068820892,"under","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_5","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,5,1.24744495802561,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_6","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,6,1.35210687471938,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_7","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,7,1.22543820573744,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_8","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,8,1.31276663780908,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_20yr_9","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0.2,20,9,1.4019615596077,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_1","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,1,1.33926010251232,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_10","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,10,1.35063088444968,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_2","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,2,1.32928738706311,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_3","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,3,1.29062882405489,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_4","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,4,1.52878068820892,"under","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_5","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,5,1.24744495802561,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_6","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,6,1.35210687471938,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_7","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,7,1.22543820573744,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_8","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,8,1.31276663780908,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0.2sc_60yr_9","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0.2,60,9,1.4019615596077,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_1","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,1,1.33926010251232,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_10","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,10,1.35063088444968,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_2","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,2,1.32928738706311,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_3","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,3,1.29062882405489,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_4","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,4,1.52878068820892,"under","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_5","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,5,1.24744495802561,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_6","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,6,1.35210687471938,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_7","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,7,1.22543820573744,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_8","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,8,1.31276663780908,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_20yr_9","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.2,0,0,20,9,1.4019615596077,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_1","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,1,1.33926010251232,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_10","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,10,1.35063088444968,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_2","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,2,1.32928738706311,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_3","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,3,1.29062882405489,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_4","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,4,1.52878068820892,"under","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_5","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,5,1.24744495802561,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_6","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,6,1.35210687471938,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_7","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,7,1.22543820573744,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_8","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,8,1.31276663780908,"fully","yes","yes","yes"
"LP_40%_ED0_0.2sr_0ar_0sc_60yr_9","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.2,0,0,60,9,1.4019615596077,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_1","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,1,1.2938308546132,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_10","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,10,1.20955438004105,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_2","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,2,1.00837107794251,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_3","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,3,1.48844094204096,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_4","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,4,1.3718893988936,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_5","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,5,1.53789352967072,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_6","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,6,1.80394668043483,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_7","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,7,1.24532075150726,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_8","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,8,1.76554024910889,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_9","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0.2,20,9,2.50892277795488,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_1","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,1,1.2938308546132,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_10","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,10,1.20955438004105,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_2","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,2,1.00837107794251,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_3","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,3,1.48844094204096,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_4","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,4,1.3718893988936,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_5","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,5,1.53789352967072,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_6","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,6,1.80394668043483,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_7","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,7,1.24532075150726,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_8","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,8,1.76554024910889,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_9","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0.2,60,9,2.50892277795488,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_1","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,1,1.2938308546132,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_10","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,10,1.20955438004105,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_2","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,2,1.00837107794251,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_3","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,3,1.48844094204096,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_4","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,4,1.3718893988936,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_5","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,5,1.53789352967072,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_6","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,6,1.80394668043483,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_7","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,7,1.24532075150726,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_8","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,8,1.76554024910889,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_20yr_9","LP_ID60_AR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0.8,0,20,9,2.50892277795488,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_1","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,1,1.2938308546132,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_10","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,10,1.20955438004105,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_2","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,2,1.00837107794251,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_3","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,3,1.48844094204096,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_4","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,4,1.3718893988936,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_5","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,5,1.53789352967072,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_6","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,6,1.80394668043483,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_7","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,7,1.24532075150726,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_8","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,8,1.76554024910889,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0.8ar_0sc_60yr_9","LP_ID60_AR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0.8,0,60,9,2.50892277795488,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_1","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,1,1.68132122032517,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_10","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,10,1.58454085441963,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_2","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,2,1.50201729401813,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_3","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,3,1.42389520423079,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_4","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,4,2.28982613174179,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_5","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,5,1.26672852842805,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_6","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,6,1.59074763743088,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_7","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,7,1.30801987548645,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_8","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,8,1.45672286363474,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_20yr_9","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0.2,20,9,1.87967088011464,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_1","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,1,1.68132122032517,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_10","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,10,1.58454085441963,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_2","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,2,1.50201729401813,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_3","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,3,1.42389520423079,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_4","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,4,2.28982613174179,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_5","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,5,1.26672852842805,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_6","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,6,1.59074763743088,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_7","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,7,1.30801987548645,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_8","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,8,1.45672286363474,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0.2sc_60yr_9","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0.2,60,9,1.87967088011464,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_1","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,1,1.68132122032517,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_10","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,10,1.58454085441963,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_2","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,2,1.50201729401813,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_3","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,3,1.42389520423079,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_4","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,4,2.28982613174179,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_5","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,5,1.26672852842805,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_6","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,6,1.59074763743088,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_7","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,7,1.30801987548645,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_8","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,8,1.45672286363474,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_20yr_9","LP_ID60_NR_ED0_SELF_UR0_TS20","LP",0.4,"ED0",0.6,0,0,20,9,1.87967088011464,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_1","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,1,1.68132122032517,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_10","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,10,1.58454085441963,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_2","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,2,1.50201729401813,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_3","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,3,1.42389520423079,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_4","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,4,2.28982613174179,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_5","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,5,1.26672852842805,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_6","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,6,1.59074763743088,"under","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_7","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,7,1.30801987548645,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_8","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,8,1.45672286363474,"fully","yes","yes","yes"
"LP_40%_ED0_0.6sr_0ar_0sc_60yr_9","LP_ID60_NR_ED0_SELF_UR0_TS60","LP",0.4,"ED0",0.6,0,0,60,9,1.87967088011464,"under","yes","yes","yes"
"LP_40%_ED0.6_0.2sr_0.8ar_0.2sc_20yr_1","LP_ID60_AR_ED0.6_SELF_UR0_TS20","LP",0.4,"ED0.6",0.2,0.8,0.2,20,1,0.997805319354702,"fully","yes","yes","yes"
"LP_40%_ED0.6_0.2sr_0.8ar_0.2sc_20yr_10","LP_ID60_AR_ED0.6_SELF_UR0_TS20","LP",0.4,"ED0.6",0.2,0.8,0.2,20,10,0.95350849403033,"fully","yes","yes","yes"
"LP_40%_ED0.6_0.2sr_0.8ar_0.2sc_20yr_2","LP_ID60_AR_ED0.6_SELF_UR0_TS20","LP",0.4,"ED0.6",0.2,0.8,0.2,20,2,0.920378586107586,"fully","yes","yes","yes"
"LP_40%_ED0.6_0.2sr_0.8ar_0.2sc_20yr_3","LP_ID60_AR_ED0.6_SELF_UR0_TS20","LP",0.4,"ED0.6",0.2,0.8,0.2,20,3,1.0366331248988,"fully","yes","yes","yes"
"LP_40%_ED0.6_0.2sr_0.8ar_0.2sc_20yr_4","LP_ID60_AR_ED0.6_SELF_UR0_TS20","LP",0.4,"ED0.6",0.2,0.8,0.2,20,4,1.02157337606822,"fully","yes","yes","yes"
"LP_40%_ED0.6_0.2sr_0.8ar_0.2sc_20yr_5","LP_ID60_AR_ED0.6_SELF_UR0_TS20","LP",0.4,"ED0.6",0.2,0.8,0.2,20,5,1.03769631881699,"fully","yes","yes","yes"
"LP_40%_ED0.6_0.2sr_0.8ar_0.2sc_20yr_6","LP_ID60_AR_ED0.6_SELF_UR0_TS20","LP",0.4,"ED0.6",0.2,0.8,0.2,20,6,1.11739870687303,"fully","yes","yes","yes"
