"","k","r","msy","s","obj"
"1",651511.811617802,0.0773718499080017,12602.1685254457,0.213392305407208,1.43713318467853e-08
"2",871138.892410884,0.0289320499572789,6300.95848874008,0.129514927246671,7.16489279017907e-09
"3",415764.594694075,0.216179663357274,22469.9625292096,0.0150324414695901,3.7115739392253e-05
"4",1255817.06336842,0.000329636877617496,103.490903906885,0.188966300197894,4.59340260272612e-09
"5",420241.993772117,0.21160249865275,22231.0639802483,0.157594206267638,0.000114903741160743
"6",1055812.54180033,0.00269453237766206,711.230269655668,0.05603886873254,2.05924047258499e-09
"7",873738.624239449,0.0232627281238739,5081.38601675248,0.0198336110551087,1.02751913436117e-08
"8",1426008.33885349,0.0006429332078077,229.207028914901,0.291359155072487,3.22620613557589e-09
"9",775517.53097507,0.0432298306079651,8381.37287438989,0.0623363574436827,2.22632805038647e-08
"10",1213343.60924136,0.00273221644545019,828.779340787787,0.191614004056727,4.90866575164617e-09
"11",1099812.43348279,0.00121269350241687,333.433847990465,0.0816116273477836,5.83933613962362e-09
"12",144497.820563509,1.11646956660879,40331.8547751139,0.184497260286135,0.811491893706789
"13",1038929.84271187,0.00435175291774561,1130.29149358859,0.055966289698503,5.17576381059426e-09
"14",741364.627651621,0.0588296219544912,10903.5501937943,0.405258061394699,3.73880248982772e-08
"15",1405102.10246804,0.000435720046600276,153.05778839138,0.277585152204493,1.44442569016690e-09
"16",1144909.02827114,0.00718854843076478,2057.55849963674,0.198636528807496,1.28120716813562e-09
"17",1307272.3379762,0.00346226345539335,1131.5303105054,0.265962350157971,1.45330669720778e-09
"18",1266877.02010374,0.00630396197801678,1996.58614138929,0.282216534088794,1.18284965155979e-08
"19",1124783.86216323,0.00107431566873366,302.093231765179,0.101446119371457,1.07868361465258e-09
"20",1102390.99643074,0.00624238338178398,1720.38680908688,0.145020837200252,1.60560387207909e-09
"21",558018.731652819,0.114095243234591,15916.8207293466,0.25321615112097,2.97434418039533e-07
