"","k","r","msy","s","obj"
"1",285698.734798675,0.000921351711729839,65.8072545864522,0.453164411663832,2.66674904381148e-10
"2",191709.943221589,0.000153370512416754,7.35066305682049,0.178046671117354,6.63646401721785e-09
"3",379700.071093871,0.0015055394592695,142.913359929815,0.592340634311689,1.00033847871828e-09
"4",69712.7639462338,0.426473647472839,7432.66417889085,0.245035079131815,4.73531026667917e-07
"5",220391.457909621,0.0126954707414557,699.493326389592,0.356913990256482,8.4206398520692e-09
"6",158427.568715125,0.0259881189230116,1029.30862411307,0.117914060307212,8.39185287926369e-09
"7",277944.625530463,0.000662986562539685,46.0683879642054,0.436313130308723,6.55218784784140e-09
"8",186392.219847741,0.0347558108182178,1619.55318275394,0.351239722741016,3.18126036624733e-09
"9",255591.786606535,0.000176895003646367,11.3032275059361,0.383921458632734,1.0441890685442e-09
"10",23682.4261863849,1.96329199755397,11623.879453598,0.121613834674859,0.846023099028175
"11",179514.542402236,0.0025060696307441,112.468985747792,0.132983523822457,5.8779858758129e-09
"12",186442.983502391,0.00845170661049087,393.9403490367,0.196791083035804,3.05159283953138e-09
"13",297175.887431237,0.0060475297267758,449.295003330346,0.503150409502173,3.07655445563881e-09
"14",214574.139362003,0.0162827667004793,873.465162796905,0.358089739549017,1.48023837631683e-09
"15",242677.726903183,0.000814338757504003,49.4054696500585,0.354707015745307,2.78838219180955e-09
"16",189436.854355568,0.0113652156925165,538.247677465718,0.226784551871698,9.9504363082481e-09
"17",111459.614571414,0.14029929006292,3909.42619876402,0.111771723769118,3.42274431713863e-08
"18",212273.470425176,0.00347943802633003,184.6480962446,0.276072024349282,3.26458826638287e-09
"19",137529.141006884,0.0881428387743445,3030.55222563596,0.313821174309862,1.42396289204427e-08
"20",245308.141282945,0.00280445263401495,171.988765741567,0.373075735283153,1.99516086984985e-09
"21",170012.216887665,0.0321900654461045,1368.17609706281,0.239247067188542,2.52153103952324e-09
"22",185789.713724397,0.00124756900117351,57.9463718948646,0.157082051634518,3.09860739844403e-09
"23",210056.217385363,0.0115280948910831,605.387001620111,0.313765372733947,1.80366510615926e-09
"24",255374.228201176,0.0122923211020577,784.785503559754,0.453193203324743,1.7893816983694e-09
"25",278401.374092967,0.00220432549387594,153.421811610805,0.446018812682918,6.24007789884473e-10
"26",276981.920813324,0.000851691544257647,58.9757899672374,0.435417437575662,2.15092577082743e-09
"27",125661.920680984,0.118327510486255,3717.31555927553,0.369015150125304,6.66335192578416e-09
"28",198452.732643023,0.0029514326125155,146.42996679136,0.220662002945708,5.71513844582761e-09
"29",114848.262540454,0.126195075313552,3623.3212852308,0.0935320654776425,1.95038343253628e-08
"30",174978.120835828,0.0502622082202372,2198.69668585906,0.387598364138531,7.90005799666815e-09
"31",163979.5643179,0.0432942086094318,1774.84136631573,0.266478633231664,6.5451365993674e-09
"32",209474.990579659,0.000408484755390821,21.3918350718566,0.249253704121217,1.81008671940042e-09
"33",189697.805576081,0.0196499301089131,931.887155346043,0.275374400730161,7.2835759645784e-10
"34",205827.965109857,0.0050576569508302,260.251809603276,0.26113033689502,1.65103397620214e-09
"35",259706.455933628,0.0557050088135748,3616.73760418126,0.690872875637684,5.03396790918487e-09
"36",143854.777352031,0.0390153688515133,1403.13679986045,0.0468123434546701,1.58858683846352e-09
"37",191351.1990054,0.0138234342396487,661.282679032272,0.249484399423565,5.08258102271952e-09
"38",337949.886168563,0.00449341772463387,379.637502136955,0.55743133127914,1.03731445655342e-09
"39",210171.439935348,0.0308120789543564,1618.95475030968,0.429593127128896,7.98383897882005e-09
"40",171066.202403855,0.0473805164794294,2026.30125551732,0.343843247232624,9.27554533181052e-10
"41",202655.076586122,0.0140876049722068,713.731166139402,0.29996603389298,2.88272844484183e-09
"42",202868.002056749,0.0346225470316085,1755.95173560456,0.424880431767759,5.62612106902449e-09
"43",180177.855741466,0.0213027191504234,959.569564496485,0.23598709914392,3.46022377417654e-10
"44",287808.542642075,0.00564619595733943,406.25585748836,0.483897120428853,5.89437387787939e-10
"45",210839.030261296,0.000186913269389195,9.85215311524656,0.252936064746062,1.06431924384864e-09
"46",177773.965216104,0.0157054919871672,698.006896557113,0.191023960626922,3.34550756542207e-09
"47",180888.169873526,0.00200214467216137,90.5410713923251,0.137402142687191,1.35120667432709e-09
"48",116146.954060982,0.136064956288884,3950.88255684864,0.286691107348322,2.18799935947089e-08
"49",113683.98322461,0.142471559024412,4049.18358152882,0.26695300760071,2.67063075543028e-08
"50",210309.580437352,0.00480969982484741,252.881488048316,0.276425640897332,5.58837714992322e-09
"51",221316.842986122,0.00436297388748682,241.399901702367,0.311800852527956,3.14876846818635e-10
"52",170537.140417954,0.00609942374228648,260.044570801727,0.101573831232289,6.81566515725596e-09
"53",268406.79478194,0.00509934303934071,342.17458017076,0.441549467821313,2.25941898523985e-09
"54",194418.135835843,0.0300628006905526,1461.18841706543,0.360643754351654,2.98223423733646e-09
"55",165563.298535564,0.0592360822688978,2451.83029319069,0.385736933979373,1.00323251372991e-08
"56",139243.559531041,0.0723052570301081,2517.01034041977,0.210302639697003,1.4409375082014e-08
"57",117404.99598556,0.119541912733667,3508.70444615057,0.125849220464052,2.2901666341113e-08
"58",259303.312526616,0.000151356729107194,9.81182530767227,0.392608512350586,3.49414891465116e-09
"59",151238.470406543,0.0785545574478988,2970.11777797079,0.403736313953194,2.38428260468382e-09
"60",157673.283343166,0.024849917501122,979.542020802175,0.105769557437597,8.96464825983490e-09
"61",223179.863563217,0.000858317751979845,47.8898096951873,0.298070099120021,4.59138754793642e-09
"62",163337.853731619,9.9453862089342e-05,4.06114509474839,0.0347423061404783,8.87570585778041e-09
"63",265696.254808352,0.00136407796606066,90.6076017122277,0.41417852813896,2.17093287790959e-10
"64",116152.758665905,0.132460113420009,3846.40189673319,0.240537801853523,2.22275402528282e-08
"65",119651.575083574,0.144296422294922,4316.32355162801,0.485068302835323,2.03555937106081e-08
"66",272747.885676011,0.000427320401326232,29.1376839919885,0.424164038393823,5.12251352446924e-12
"67",191834.745540516,0.0111571813530903,535.083761454866,0.236723176911146,1.95115421042225e-09
"68",208629.36134829,0.0394188280647503,2055.98123106173,0.476045008048245,1.99935057398903e-09
"69",186472.533635776,0.0123736091696334,576.834563020104,0.218141936491579,6.52275297663429e-09
"70",177434.522245258,0.0123201439306379,546.504713081387,0.170990676807878,9.65498012095445e-09
"71",349431.294880657,0.0018981726077084,165.820228054635,0.55873993195437,1.07037090302242e-09
"72",241430.255909213,0.00864167827853246,521.590649567796,0.396446635618223,3.45902367859807e-09
"73",163272.731505268,0.0400150300028794,1633.34081245884,0.239800556503559,9.95172028117608e-10
"74",180666.545387503,0.00374150364250106,168.991134411357,0.144624522135254,6.12776265840331e-09
"75",189313.409902138,0.0348957017802899,1651.5560737387,0.366700019057091,2.19172546778168e-09
"76",195086.515679445,0.00360875642764732,176.004929351379,0.210156667350744,4.93897062137094e-09
"77",159077.38104418,0.0305894295927345,1216.52158681189,0.148825129203752,8.34665689342096e-09
"78",242457.605354986,0.000750596271088878,45.4969436191477,0.353753110476105,2.14721668223561e-09
"79",190700.284420234,0.0399143670973115,1902.92028947774,0.404933742404544,4.82445822180821e-09
"80",189804.913207838,0.0121568427495036,576.857120737718,0.232903678534124,6.25003249155043e-09
"81",155775.896459362,0.0289934035338798,1129.11835672454,0.11219848782636,1.66337082996293e-10
"82",203210.155166542,0.0488925122039351,2483.86374786092,0.51286839236059,5.14024989239914e-09
"83",171015.257906391,0.000138445338299507,5.91906630880695,0.0782995413172435,8.66587274162001e-10
"84",221195.000685021,0.000501467084960329,27.7305030503289,0.28972885493,8.29180668571183e-10
"85",158954.43875757,0.0116841952662023,464.313675218262,0.0525055884426061,3.15440122633515e-09
"86",133185.060070568,0.0991244331928011,3300.47339731106,0.337916091241093,6.39864167206738e-09
"87",188515.303936994,0.0195117277541644,919.564821978048,0.268824283103446,1.35317756999598e-09
"88",85070.135940671,0.288641393115439,6138.69063760876,0.356887498512812,4.11654319465438e-07
"89",256827.345849929,0.00034070270769525,21.8754430353138,0.387826788993837,4.83827561348349e-09
"90",170799.581278503,0.0031246779428986,133.423421069314,0.0898100648648653,3.9719873501376e-09
"91",223510.88259096,0.0204356185667922,1141.89578553898,0.412962803380857,7.48139988848706e-09
"92",169604.176619529,0.00244359598734849,103.611021356256,0.0801954846817151,3.76149339453846e-09
"93",331406.296465244,0.000602094985642268,49.8845173279996,0.527361513075884,2.9443920634975e-09
"94",188152.546867486,0.0329811949828162,1551.3739586875,0.348985709761817,1.20881643583814e-09
"95",177341.902244038,0.0205172115885133,909.640332962589,0.215495660745385,7.54734399976975e-09
"96",185979.436516777,0.0026521105254951,123.309505277948,0.164851126572944,5.38198038912974e-09
"97",246220.818308865,0.00040218760584609,24.7567403562769,0.361716659116996,1.48214995832063e-09
"98",157115.58549951,0.0324852112902594,1275.9832479861,0.143400583181506,2.68517005852509e-09
"99",186111.809002717,0.00125524447583668,58.4039550346577,0.158602404051971,3.92483906486163e-10
"100",226548.944488155,0.0135128632542689,765.331226816848,0.381587277725446,2.93946406104695e-09
"101",195979.208847147,0.00334350207504701,163.814222861627,0.212519833162921,3.48532497307374e-09
"102",215818.292902184,0.0202728951216013,1093.81540433225,0.386250268108439,1.19140863841238e-09
"103",107719.958996346,0.169437683551772,4562.95508115819,0.355798044114525,8.78802669523893e-09
"104",168121.068640679,0.00149358056075139,62.7755899936171,0.067871330725491,6.29544637253954e-09
"105",235718.492935473,0.020511076836984,1208.71003012439,0.450086963726791,1.22788917922279e-09
"106",176794.656045504,0.026814854208083,1185.18073165709,0.249254681640253,6.99974550544269e-10
"107",264953.222451224,0.00131558508684469,87.1421270420681,0.412237306770591,1.5225872229685e-09
"108",202419.241021774,0.00254196010246118,128.635408661956,0.234284696405568,2.99488403521231e-09
"109",184934.821609319,0.00642058624190143,296.847492818323,0.178925307252376,1.46616899177054e-09
"110",284667.630282984,0.0006137827914815,43.6810231898783,0.449422868578074,1.77684811308865e-09
"111",162942.689710783,0.0710918259721258,2895.97333508728,0.447955102616457,8.76661049309391e-09
"112",31405.0700077317,1.35999894401129,10677.7155117789,0.47447909041169,0.488453101152697
"113",238712.198933808,0.0208335524820868,1243.30578115046,0.460275510330247,1.35900690700907e-09
"114",173557.109764795,0.00365092581959387,158.411033303594,0.107292100483613,2.76647507679861e-09
"115",155037.775978521,0.0253036932666313,980.7570820253,0.0862698099246174,3.68472771739015e-09
"116",172209.686178336,0.0211414549740619,910.190831609153,0.188399792723193,5.17447534820192e-09
"117",281498.308884687,0.00949295542212052,668.062724411163,0.493496247950946,7.71913921671086e-10
"118",197080.53198549,0.0276319674692892,1361.43071216332,0.35756876117858,2.77093359368763e-09
"119",212473.800812632,0.00247670644787283,131.558808119173,0.271228887226927,4.98669372461791e-09
"120",187929.539355698,0.00446029414709335,209.555256113542,0.182980912681555,5.46632822340243e-09
"121",175408.32436221,0.000757521997612399,33.2189160671762,0.10414632511902,4.3965364682208e-09
"122",158837.579832905,0.00912966678967776,362.533544388316,0.0409763920500654,2.89244797557764e-09
"123",211787.6096868,0.00216861468918246,114.821430338409,0.267103911378067,3.39662570292276e-09
"124",255419.745615983,0.0187319451809768,1196.12716825441,0.490330101581445,2.79434242411725e-09
"125",145139.696099062,0.0488235422083596,1771.55851965025,0.121471199718932,1.28259862036684e-08
"126",156141.777106385,0.015818840435934,617.49546435727,0.0497680790415971,2.0339137665748e-09
"127",203530.052071741,0.035266852681521,1794.4660906691,0.43146866960658,2.64628935431332e-09
"128",130986.618596424,0.0837090187927746,2741.19032942251,0.157733031488021,2.23894463524665e-08
"129",207778.568767702,0.0160887951841956,835.726709142217,0.331894995737482,8.76939354466089e-10
"130",225976.331924338,0.00284994621634577,161.005098037866,0.318062325374959,2.9290947445304e-10
"131",632108.063327765,0.0210962406675451,3333.77595796459,0.820106208616194,1.15709219983273e-10
"132",211633.974212869,0.0133469280988294,706.165859272168,0.33018393874897,2.66943805948827e-09
"133",249323.275199869,0.00451288262516103,281.291669174432,0.393283745759998,3.56553231384282e-09
"134",165886.609641274,0.000349639704469554,14.5001362926078,0.0505604428059213,4.67874873566476e-09
"135",168533.207817333,0.0062656035549822,263.990566508209,0.0906588332534329,3.3599063115064e-09
"136",183455.048983189,0.00991821168805133,454.886502764274,0.189910414652109,1.35452643545975e-09
"137",218543.281167988,0.00253053773810899,138.258005101439,0.292335070084625,3.82464204751187e-09
"138",214184.397462147,0.000716996900770453,38.3923872934366,0.26752487436868,1.007710803691e-09
"139",145037.74548468,0.0663935241486019,2407.39176432398,0.244153539779425,9.6048131670301e-09
"140",191796.783581425,0.00670374515845164,321.439189835144,0.21225955431444,2.65516297837110e-09
"141",191062.675471753,0.00273108764969685,130.452228324736,0.188237453302203,5.20194817776876e-09
"142",186449.77650222,0.0247965304530271,1155.82689024935,0.289995881809023,6.78343281546034e-09
